{'T1': '21.5755859375', 'T2': '21.702143892576487', 'T3': '214.88294117647058', 'P': '753.4294350124768', 'A': '2430.384585965207', 'T': '1.2247231006622314', 'H': '41.475547417410546', 'Ax': '-0.052734375', 'Ay': '-0.0048828125', 'Az': '-0.9697265625', 'Wx': '-9.404580152671755', 'Wy': '-3.786259541984733', 'Wz': '-14.412213740458014'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0066489019695', 'A': '2445.478259984744', 'T': '497.44529604911804', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.119140625', 'Az': '-0.9912109375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '26.16042135897114', 'My': '-49.63772257856062', 'Mz': '-26.831853658099703', 'head': '152.2095575205479'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9941269219676', 'A': '2445.4102342787046', 'T': '497.90134286880493', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.115234375', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '31.52666163773445', 'My': '-48.2961625088698', 'Mz': '-27.598478048331124', 'head': '146.8643904512811'}
{'T1': '24.283984375', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0313339088458', 'A': '2445.239615680465', 'T': '498.329950094223', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1162109375', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '28.843541498352796', 'My': '-52.99162275278769', 'Mz': '-28.36510243856254', 'head': '151.44037952168017'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.025122396171', 'A': '2445.5365927663597', 'T': '498.7715630531311', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1201171875', 'Az': '-1.009765625', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '34.20962592119574', 'My': '-48.9667194558292', 'Mz': '-29.13536400113336', 'head': '145.060689795323'}
{'T1': '24.27890625', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0147905676971', 'A': '2445.335840142086', 'T': '499.1987600326538', 'H': '0', 'Ax': '-0.060546875', 'Ay': '-0.1181640625', 'Az': '-0.998046875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.526518005807837', 'My': '-48.29594247698222', 'Mz': '-28.36864389584038', 'head': '146.8643904512811'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.006180713492', 'A': '2445.3540902169843', 'T': '499.64823484420776', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.12109375', 'Az': '-0.9921875', 'Wx': '-2.8091603053435112', 'Wy': '-1.099236641221374', 'Wz': '-0.9770992366412213', 'Mx': '32.86822170742528', 'My': '-48.2961625088698', 'Mz': '-31.431599999488224', 'head': '145.76253722314246'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.87117647058824', 'P': '752.0244459659001', 'A': '2445.3637853690357', 'T': '500.0685250759125', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1162109375', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '33.539154498492955', 'My': '-51.650297927679155', 'Mz': '-29.128090564448804', 'head': '147.0022948987837'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.87117647058824', 'P': '752.0189109070426', 'A': '2445.6109852043555', 'T': '500.5257251262665', 'H': '0', 'Ax': '-0.0625', 'Ay': '-0.12109375', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.465648854961832', 'Wz': '-1.2213740458015268', 'Mx': '33.53900174227069', 'My': '-48.966942543715206', 'Mz': '-27.981790243446834', 'head': '145.59152774797138'}
{'T1': '24.283984375', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0097545588076', 'A': '2445.4635913537963', 'T': '500.94513511657715', 'H': '0', 'Ax': '-0.0615234375', 'Ay': '-0.1181640625', 'Az': '-0.98828125', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '29.514052566863423', 'My': '-52.320365913985164', 'Mz': '-27.605370393290976', 'head': '150.57254359681028'}
{'T1': '24.27890625', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9982474244762', 'A': '2445.419928212439', 'T': '501.4025309085846', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1162109375', 'Az': '-0.9853515625', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '30.855881602889035', 'My': '-49.63772257856062', 'Mz': '-28.36510243856254', 'head': '148.1340223063963'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9820731355333', 'A': '2445.335840142086', 'T': '501.8232879638672', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1201171875', 'Az': '-0.98828125', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.3435114503816794', 'Mx': '26.831445768827443', 'My': '-49.63817467233077', 'Mz': '-28.741238691866368', 'head': '151.60698057861703'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9948035121691', 'A': '2445.63534940111', 'T': '502.28140783309937', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.1181640625', 'Az': '-0.998046875', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '30.184964048113887', 'My': '-52.32060435006407', 'Mz': '-28.36864389584038', 'head': '150.01836063115067'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9756530835823', 'A': '2445.5365927663597', 'T': '502.70962715148926', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1181640625', 'Az': '-0.986328125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.86822170742528', 'My': '-48.966942543715206', 'Mz': '-28.74841463367825', 'head': '146.12918928961116'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0197482426245', 'A': '2445.53798440948', 'T': '503.158203125', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1171875', 'Az': '-1.001953125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.18468889019785', 'My': '-51.649356545449656', 'Mz': '-27.60881785688426', 'head': '149.6973192795119'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '220.05941176470589', 'P': '752.0110083664182', 'A': '2445.6278452685997', 'T': '503.5782001018524', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.11328125', 'Az': '-0.9912109375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '32.19744167257986', 'My': '-51.65006268309686', 'Mz': '-29.515039023909672', 'head': '148.0615510833281'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9858554146765', 'A': '2445.584180101627', 'T': '504.0314211845398', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.119140625', 'Az': '-0.994140625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.855881602889035', 'My': '-50.308502613406034', 'Mz': '-29.131726828793962', 'head': '148.47782275324133'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9686357955455', 'A': '2445.5877620176107', 'T': '504.4727900028229', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.1171875', 'Az': '-0.9970703125', 'Wx': '-2.4427480916030535', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '29.514052566863423', 'My': '-49.63727022608849', 'Mz': '-29.139002081807142', 'head': '149.26451229807992'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9527996753834', 'A': '2445.7885188052883', 'T': '504.91355991363525', 'H': '0', 'Ax': '-0.0625', 'Ay': '-0.1171875', 'Az': '-1.013671875', 'Wx': '-2.8091603053435112', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '32.1971482547601', 'My': '-47.62494846016598', 'Mz': '-29.522410003936184', 'head': '145.93909118319218'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9917282596055', 'A': '2445.659376648446', 'T': '505.3333179950714', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.1142578125', 'Az': '-1.009765625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.526518005807837', 'My': '-47.625165498135246', 'Mz': '-28.75200394848687', 'head': '146.4965630175858'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9928729785311', 'A': '2445.5695115969634', 'T': '505.78519010543823', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1171875', 'Az': '-0.9921875', 'Wx': '-2.4427480916030535', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '28.843541498352796', 'My': '-50.97928264825145', 'Mz': '-29.898351219025383', 'head': '150.49927537650083'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9787586124387', 'A': '2445.7212967286814', 'T': '506.21192598342896', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1142578125', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '29.514455958673803', 'My': '-49.63794865776958', 'Mz': '-28.361561865384363', 'head': '149.26451229807992'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9734632911964', 'A': '2445.821437511572', 'T': '506.6687741279602', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.115234375', 'Az': '-0.9912109375', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.3435114503816794', 'Mx': '32.868521066813614', 'My': '-50.97974696077214', 'Mz': '-27.974805660083263', 'head': '147.18863320193188'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9989545243963', 'A': '2445.637542798118', 'T': '507.09816217422485', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1220703125', 'Az': '-0.998046875', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '29.514187069266914', 'My': '-48.9667194558292', 'Mz': '-26.06848357996143', 'head': '148.92096036492077'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9944652281374', 'A': '2445.6095947026815', 'T': '507.5470349788666', 'H': '0', 'Ax': '-0.0322265625', 'Ay': '-0.1171875', 'Az': '-0.9990234375', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.19744167257986', 'My': '-48.2961625088698', 'Mz': '-29.131726828793962', 'head': '146.30993247402023'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9476337737674', 'A': '2445.7774341602826', 'T': '507.97534799575806', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.119140625', 'Az': '-0.9912109375', 'Wx': '-2.4427480916030535', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '32.19729498465482', 'My': '-50.97905039237012', 'Mz': '-28.36864389584038', 'head': '147.72435568542238'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9927432652376', 'A': '2445.6131771702844', 'T': '508.43522095680237', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1181640625', 'Az': '-0.9951171875', 'Wx': '-2.687022900763359', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '29.514052566863423', 'My': '-52.99113983595933', 'Mz': '-28.7555941596781', 'head': '150.8838537339211'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9865623094079', 'A': '2445.6936828341513', 'T': '508.87846279144287', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1142578125', 'Az': '-0.99609375', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855741026960864', 'My': '-50.97905039237012', 'Mz': '-30.66880421171933', 'head': '148.81502534126162'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0255908075525', 'A': '2445.646095867257', 'T': '509.3192210197449', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1142578125', 'Az': '-0.99609375', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '30.184964048113887', 'My': '-49.63749643467617', 'Mz': '-27.985283843193887', 'head': '148.69587650440906'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9937885936592', 'A': '2445.5681227910036', 'T': '509.73857617378235', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.115234375', 'Az': '-0.9951171875', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '30.85560041081176', 'My': '-50.308044148062656', 'Mz': '-29.522410003936184', 'head': '148.47782275324133'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9958488918736', 'A': '2445.606012470991', 'T': '510.1956069469452', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1181640625', 'Az': '-0.9931640625', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '28.843541498352796', 'My': '-48.2961625088698', 'Mz': '-28.74841463367825', 'head': '149.1534125878514'}
{'T1': '24.27890625', 'T2': '0', 'T3': '220.05941176470589', 'P': '751.999760939419', 'A': '2445.436786629949', 'T': '510.6253271102905', 'H': '0', 'Ax': '-0.0361328125', 'Ay': '-0.1201171875', 'Az': '-1.0', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '30.855881602889035', 'My': '-48.966942543715206', 'Mz': '-29.515039023909672', 'head': '147.78345394142437'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.990682982467', 'A': '2445.766685310547', 'T': '511.06543707847595', 'H': '0', 'Ax': '-0.0615234375', 'Ay': '-0.1123046875', 'Az': '-1.0048828125', 'Wx': '-2.4427480916030535', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '30.184964048113887', 'My': '-52.32060435006407', 'Mz': '-28.75200394848687', 'head': '150.01836063115067'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9686357955455', 'A': '2445.646095867257', 'T': '511.49479699134827', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.119140625', 'Az': '-0.9853515625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855741026960864', 'My': '-49.63749643467617', 'Mz': '-26.451843632607922', 'head': '148.13402230639633'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0065189713455', 'A': '2445.682597162777', 'T': '511.95251202583313', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.11328125', 'Az': '-0.9794921875', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '32.19700148287771', 'My': '-47.624731360089946', 'Mz': '-28.75918526758777', 'head': '145.93909118319218'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0055041313694', 'A': '2445.6264581767414', 'T': '512.3798780441284', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.12109375', 'Az': '-0.9951171875', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '30.184551252177766', 'My': '-49.636817614692326', 'Mz': '-30.296792060421318', 'head': '148.69587650440906'}
{'T1': '24.283984375', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9665754175968', 'A': '2445.6557935552755', 'T': '512.8366491794586', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1142578125', 'Az': '-0.98828125', 'Wx': '-2.4427480916030535', 'Wy': '-0.9770992366412213', 'Wz': '-1.3435114503816794', 'Mx': '30.185239048643663', 'My': '-48.96716556779972', 'Mz': '-28.361561865384363', 'head': '148.34872711328737'}
{'T1': '24.283984375', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9779523944896', 'A': '2445.6024304752086', 'T': '513.2694141864777', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.119140625', 'Az': '-0.990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '31.52680522858338', 'My': '-50.30873174773944', 'Mz': '-28.744826214916582', 'head': '147.92599912470595'}
{'T1': '24.27890625', 'T2': '0', 'T3': '220.05941176470589', 'P': '752.0047970077185', 'A': '2445.6535997930937', 'T': '513.7170360088348', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.119140625', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '32.19744167257986', 'My': '-50.308502613406034', 'Mz': '-27.215165853215414', 'head': '147.3807569288072'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9972325473801', 'A': '2445.5730936690506', 'T': '514.1520318984985', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1181640625', 'Az': '-0.98828125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.18510156804362', 'My': '-50.308502613406034', 'Mz': '-28.36510243856254', 'head': '149.03624346792648'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.87117647058824', 'P': '752.0089481003492', 'A': '2445.4564284031194', 'T': '514.582389831543', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.115234375', 'Az': '-0.9892578125', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '30.855881602889035', 'My': '-50.308502613406034', 'Mz': '-29.131726828793962', 'head': '148.47782275324133'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9858554146765', 'A': '2445.445341082491', 'T': '515.0333118438721', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1220703125', 'Az': '-0.9921875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.85545975442447', 'My': '-49.6370439527698', 'Mz': '-29.909552678291284', 'head': '148.13402230639633'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0131985549262', 'A': '2445.6010413820136', 'T': '515.4599552154541', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.115234375', 'Az': '-0.99609375', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '30.184964048113887', 'My': '-50.97905039237012', 'Mz': '-31.05216426436582', 'head': '149.3700015151793'}
{'T1': '24.2689453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0051352503361', 'A': '2445.5000919946083', 'T': '515.9101600646973', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1142578125', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '29.514590345710186', 'My': '-49.63817467233077', 'Mz': '-28.741238691866368', 'head': '149.26451229807992'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.8241176470588', 'P': '751.987915688802', 'A': '2445.5183423641147', 'T': '516.3377001285553', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.115234375', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.52637433278593', 'My': '-48.966496304114315', 'Mz': '-30.672633770323305', 'head': '147.22512267573578'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0051352503361', 'A': '2445.6643464986473', 'T': '516.7864081859589', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1123046875', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '31.52666163773445', 'My': '-48.2961625088698', 'Mz': '-29.515039023909672', 'head': '146.8643904512811'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9900062761023', 'A': '2445.4635913537963', 'T': '517.2152490615845', 'H': '0', 'Ax': '-0.0625', 'Ay': '-0.11328125', 'Az': '-0.9921875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '30.855881602889035', 'My': '-48.2961625088698', 'Mz': '-28.74841463367825', 'head': '147.42594286542752'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9837951047122', 'A': '2445.719098589241', 'T': '517.6561350822449', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1123046875', 'Az': '-0.9853515625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '32.86792217673427', 'My': '-48.966496304114315', 'Mz': '-28.7555941596781', 'head': '146.12918928961116'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.980351166458', 'A': '2445.9016076857574', 'T': '518.0856800079346', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1181640625', 'Az': '-1.015625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.526518005807837', 'My': '-47.625165498135246', 'Mz': '-27.218563737900904', 'head': '146.4965630175858'}
{'T1': '24.2763671875', 'T2': '0', 'T3': '220.05941176470589', 'P': '751.9661075402489', 'A': '2445.48542356683', 'T': '518.535628080368', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.119140625', 'Az': '-0.98828125', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '27.501981428661967', 'My': '-50.97928264825145', 'Mz': '-29.515039023909672', 'head': '151.65430637692333'}
{'T1': '24.2712890625', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9816050758105', 'A': '2445.5863734970208', 'T': '518.9806702136993', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.119140625', 'Az': '-1.01171875', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '30.184964048113887', 'My': '-46.28361154044129', 'Mz': '-28.36864389584038', 'head': '146.88865803962798'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0135368661815', 'A': '2445.7323803236595', 'T': '519.4010019302368', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1201171875', 'Az': '-0.986328125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '28.843541498352796', 'My': '-48.966942543715206', 'Mz': '-28.36510243856254', 'head': '149.50016676655255'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.8241176470588', 'P': '751.9928729785311', 'A': '2445.682597162777', 'T': '519.8513669967651', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1201171875', 'Az': '-0.998046875', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '28.843672868703944', 'My': '-49.63794865776958', 'Mz': '-29.511354913981027', 'head': '149.83993916191292'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9645150038086', 'A': '2445.5000919946083', 'T': '520.2793278694153', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1220703125', 'Az': '-0.9970703125', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '30.184964048113887', 'My': '-50.308273413523146', 'Mz': '-27.601923790547396', 'head': '149.03624346792648'}
{'T1': '24.273828125', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0082409350763', 'A': '2445.6936828341513', 'T': '520.7366278171539', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.12109375', 'Az': '-1.015625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '31.52666163773445', 'My': '-48.2961625088698', 'Mz': '-27.215165853215414', 'head': '146.8643904512811'}
{'T1': '24.286328125', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9886226638571', 'A': '2445.509788414621', 'T': '521.1561620235443', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1142578125', 'Az': '-0.9912109375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '32.86807196350179', 'My': '-49.63749643467617', 'Mz': '-29.902084106426344', 'head': '146.4889812021592'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9789675657776', 'A': '2445.4185362656153', 'T': '521.6065900325775', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1162109375', 'Az': '-0.99609375', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '28.843278644889256', 'My': '-48.966496304114315', 'Mz': '-31.439449614581388', 'head': '149.50016676655255'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0047970077185', 'A': '2445.1265348881543', 'T': '522.0341091156006', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.11328125', 'Az': '-0.9931640625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '31.526518005807837', 'My': '-46.95438851928827', 'Mz': '-29.902084106426344', 'head': '146.12146019489037'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0116848628498', 'A': '2445.42350941023', 'T': '522.4916751384735', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.119140625', 'Az': '-0.9912109375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '31.526518005807837', 'My': '-50.97905039237012', 'Mz': '-29.13536400113336', 'head': '148.26648084658373'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9808190509762', 'A': '2445.448922831892', 'T': '522.9193229675293', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1162109375', 'Az': '-0.99609375', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '30.184826488837594', 'My': '-47.62494846016598', 'Mz': '-27.605370393290976', 'head': '147.63336193527502'}
